0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
0,0.222360197,0,0.236049914,0.213555949,0.214013181,1,1,1,0,0.282624982,1,0,1,0,0.218773039,1,0,1,0.249350139,0,1,0,1,0,0.219831045,1,1,1,0.218339649,0,0.272301757,0,0.295408635,0.211258263
0,0,0,0.273940134,0.227349198,0.230583912,1,1,1,0.211382746,0.232178963,1,0,1,0,0.271616115,1,0.284986921,1,0,0,1,0.264768253,1,0,0.268984392,1,1,1,0.208238297,0.24428996,0.271976249,0,0.272347028,0.253776113
0,0,0,0,0,0.275701089,0.296312436,0,0.284016199,0.26625606,0.262361164,1,1,1,0.290362553,0,1,0,1,0,0,1,0,1,0,0.290034218,1,0,1,0.244021805,0.242508447,1,1,1,0.286436285
0.235809343,0,0,0,0,0,1,1,1,0.293300273,0,1,0,1,0.212166109,0.238526611,1,0.210978691,1,0,0.245167366,1,0,1,0.207565053,0,1,1,1,0,0,0.231554967,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.281601271,0,0,0,0.204505527,1,0.229461302,0,0,0,1,0.216814678,0,0,0,1,0.256834952,0,0,0,1,0,0,0,0.215131497,1,0.235772914,0
0,0,0.217731393,0,0,0,0.242698906,1,0,0,0,0,1,0.282325803,0,0,0,1,0.293660036,0,0,0.273811057,1,0.232440284,0,0,0.240179943,1,0.28233138,0,0,0,0.225841824,0,0
0,0,0.212305279,0,0,0,0.213688432,1,0.277746346,0,0,0,1,0,0,0,0,1,0,0,0.227856357,0,1,0.282566183,0,0,0.216708297,1,0.256315726,0,0,0,0.24256167,0,0.275135809
0,0,0,0,0,0.226972776,0,1,0.202325664,0,0,0.25330271,1,0.269727549,0,0,0.236112543,1,0.216577481,0,0,0,1,0,0,0,0.203932682,1,0.261462774,0,0,0,0.276210409,0.244970002,0
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0.275591259,1,1,1,0,0.244789695,0.235737586,0,1,0,0,1,1,1,0,0,1,0,0.216469935,0.291307289,0,1,1,1,0,0,0,0,0,0.277114013
0,0,0,0.295194556,0.209079228,0,1,1,1,0.228431935,0,0,0,1,0,0,1,1,1,0,0,1,0.28490383,0,0,0.281126554,1,1,1,0,0.22453525,0.201031386,0,0,0
0.216230107,0,0,0,0,0,1,1,1,0,0,0,0,1,0.200590264,0.239545459,1,1,1,0.275735812,0.276434674,1,0,0,0,0,1,1,1,0,0,0,0,0,0.21833004
0,0,0,0,0,0,0.207733439,0.208534041,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0.240512796,1,0,0.241118032,0.25025387,0.210664029,1,1,1,0.282874231
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0.290805123,0.288197631,0,1,0,0.299117277,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0.284126954,0.225278
0.272936302,0,0,0,0.21177978,0,1,1,1,0.283059084,0,0,0.258363064,1,0,0,1,1,1,0,0,0.257408614,0,1,0,0.233177185,1,1,1,0,0,0.202545588,0,0,0.235015396
0.251294329,0.254512818,0,0,0,0.269877297,1,1,1,0.252712137,0,0.225358694,0.204447605,1,0,0,1,1,1,0,0,0.251244997,0,1,0,0.203091864,1,1,1,0,0.214820872,0.212017829,0,0,0.276094565
0,0.241420012,0,0,0,0.247141345,1,1,1,0,0.201811601,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.21468782,1,1,1,0.209282147,0.291681067,0.217048095,0,0.248564632,0.238923822
0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0.286190606,1,0.261039598,0,1,0,1,0.267076308,0,1,1,1,0,0,0,0,1,0,0,0,0.23104458,1,0,0,0,0,0.229387805,0
0.25934647,0.268593024,0,0,0,0.234391441,1,0.236030849,1,0,0.275173074,1,0.211835689,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.215381524,0.243236455,0,0.269836261,0.260017804,0.292506458,1,0,1,0.27664107,0,1,0,1,0.26207471,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0.208894491,0,0.212855993,0,0.218724879,1,0,1,0.255752725,0.219847468,1,0,1,0,0.247381076,1,1,1,0,0,0.249261252,0.287707507,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
0,0.29563863,0,0.234631179,0,0,1,1,1,0,0.21151337,1,0,0,0,0,1,1,1,0,0,0,0.276984434,1,0,0,1,1,1,0,0,0,0.230942688,0.282038488,0
0,0,0,0,0,0,1,1,1,0.296766802,0,1,0.27982497,0.238020312,0.267831721,0,1,1,1,0,0,0.219639219,0.248861129,1,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0.276640967,0,1,0,0,0.251031347,0,1,1,1,0,0,0.260263298,0,1,0,0.28079706,1,1,1,0,0,0.274898806,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.219881926,0,1,0,0,0.242784011,0.210339509,1,1,1,0,0.236641563,0.212256206,0,1,0.258897146,0,1,1,1,0.289762938
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
0.203785035,0.201014087,0,0,0,0.297547637,1,0,0,0,0,1,0,0.222668844,0,0,1,1,1,0,0,1,0,1,0,0.233060863,1,1,1,0.297376214,0,0,0,0.259731819,0.251789164
0,0,0,0,0,0,0.262473266,0.242627707,0,0,0.263258458,1,0,0,0,0,1,0,0,0,0,1,1,1,0.223940073,0.265587126,1,0,1,0.272767732,0.287033072,1,1,1,0.208671301
0,0,0,0,0,0,1,0.273548175,0.219309475,0,0,1,0,0,0.21943484,0,1,1,1,0,0,1,0,1,0,0.242567745,1,1,1,0.207900153,0,0.288285286,0,0,0
0,0.211458961,0.283308872,0,0,0,1,0.212091044,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0.214859926,1,1,1,0.2129244,0.262540971,0.231136714,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0.276515797,0,0,0.263042675,0.21119333,1,1,1,0,0.295450491,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.28541066,0,0,0,0.259214255,0.225316637
0,0.260915862,0,0,0,0.247473943,1,1,1,0,0,0.25648052,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.280493657,1,0,0,0,0,0.242515167,0.24925249
0.258185124,1,1,1,0,0.289719859,0,0,1,0.285529204,0,0,0,1,0,0,0,0.293155802,1,0,0,0,0.216619346,1,0,0,0,0,0.221509059,0,0,0,0,0,0
0,0,0,0.240803823,0.212245044,0,1,1,1,0,0,0.285584927,0.262759438,1,0,0,0,0.238743514,1,0,0,0,0,1,0,0,0,0,1,0,0,0.20619558,0.207225201,0,0.21357965
0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
0,0.257211395,0,0,0,0.202636082,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0.252399252,1,1,1,0.240490604,0.253147404,0.29557684,0,0.266563418,0.256535197
0,0,0,0,0,0.226995577,0.261736222,0,0.275045816,0,0.29669785,1,1,1,0.225043572,0.251384694,1,0,1,0,0,1,1,1,0,0,1,0,1,0.277385362,0.275012006,1,1,1,0.269969439
0,0.203968549,0,0,0.236100214,0,1,1,1,0.229460488,0,1,0,1,0,0.29845383,1,1,1,0.262560626,0,1,0,1,0,0.209076277,1,1,1,0,0,0.284315193,0,0,0.207878449
0.284143308,0,0,0.255842403,0,0,1,1,1,0.295458616,0,1,0,1,0.235769011,0.261441464,1,1,1,0,0.240576013,1,0,1,0,0,1,1,1,0,0,0.209238459,0.239015875,0.266623427,0
0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.243311953,0,0,0.200216202,0.220720995,0.271065521,1,1,1,0.254362997,0.241823169,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.247729339,1,0,0,0,0.256306102,0.205428095,0
0,0.258967936,0,0.228350217,0.257949716,0,1,1,1,0.228163358,0,1,0,1,0,0.254803502,1,1,1,0,0,0.213184123,0,1,0,0,0,0.226630188,1,0.224901014,0.267196882,0,0,0.241820676,0
0,0,0,0.272176126,0.286186334,0.226339552,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0.269361304,0,1,0.233890974,0,0,0.258476579,1,0.27727097,0,0,0,0.239650314,0
0,1,1,1,0.210875601,0,1,0,1,0.283595095,0,1,1,1,0,0,0.213952624,0.21703041,1,0,0,0,0.215703385,1,0,0,0,0,0.254591492,0,0.235672044,0.255708147,0,0,0
0,0.201119852,0,0.277177333,0.228544669,0.251654789,1,1,1,0,0.233015095,1,0,1,0,0.296692046,1,0,1,0.215154573,0,1,0,1,0,0.272271084,1,1,1,0.288500341,0,0.293099273,0,0.289396379,0.257044623
0,0,0,0.231267847,0.289608727,0.22799873,1,1,1,0.235410479,0.247412712,1,0,1,0,0.222224787,1,0.294689815,1,0,0,1,0.217929868,1,0,0.225258561,1,1,1,0.243362849,0.247144465,0.213823842,0,0.242273132,0.298357014
0,0,0,0,0,0.290251814,0.206884357,0,0.210457021,0.285300853,0.232507009,1,1,1,0.215858663,0,1,0,1,0,0,1,0,1,0,0.278450097,1,0,1,0.212073953,0.251039282,1,1,1,0.272403459
0.283480932,0,0,0,0,0,1,1,1,0.239173349,0,1,0,1,0.299566328,0.207621109,1,0.268159474,1,0,0.293338909,1,0,1,0.284564744,0,1,1,1,0,0,0.219187697,0,0,0
0,0.240771337,0,0.28571408,0.240913151,0.200032261,1,1,1,0,0.222535591,1,0,1,0,0.270075435,1,0,1,0.258463123,0,1,0,1,0,0.2270667,1,1,1,0.240617191,0,0.224985295,0,0.238207379,0.259642973
0,0,0,0,0,0,0,0.258578437,0,0,0,0.231719113,1,0.274473051,0,0,0,1,0.26603349,0,0,0,1,0.263905857,0,0,0,1,0,0,0,0.261542456,1,0.205543039,0
0,0,0.208516634,0,0,0,0.203945206,1,0,0,0,0,1,0.210995892,0,0,0,1,0.210011481,0,0,0.213693397,1,0.267274715,0,0,0.220767147,1,0.276062449,0,0,0,0.286845855,0,0
0,0,0.284028061,0,0,0,0.290202266,1,0.248972676,0,0,0,1,0,0,0,0,1,0,0,0.283502454,0,1,0.229075709,0,0,0.227658653,1,0.234502817,0,0,0,0.244714298,0,0.248462757
0,0,0,0,0,0.212630107,0,1,0.289502845,0,0,0.217080196,1,0.218311425,0,0,0.213860702,1,0.275323217,0,0,0,1,0,0,0,0.211918809,1,0.207806746,0,0,0,0.200110669,0.274831363,0
0,0,0,0,0,0,0,0.224767667,0,0,0,0.207029054,1,0.26293655,0,0,0,1,0.257808294,0,0,0,1,0.263017575,0,0,0,1,0,0,0,0.280931704,1,0.208837867,0
0,0,0,0,0,0.253603383,1,1,1,0,0.280614257,0.258339751,0,1,0,0,1,1,1,0,0,1,0,0.261850778,0.269735219,0,1,1,1,0,0,0,0,0,0.259945781
0,0,0,0.282303425,0.290068924,0,1,1,1,0.234103922,0,0,0,1,0,0,1,1,1,0,0,1,0.256838273,0,0,0.288518404,1,1,1,0,0.212725209,0.293919038,0,0,0
0.296892986,0,0,0,0,0,1,1,1,0,0,0,0,1,0.204530144,0.247521313,1,1,1,0.235651336,0.290506527,1,0,0,0,0,1,1,1,0,0,0,0,0,0.278331272
0,0,0,0,0,0,0.275210836,0.250023359,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0.265335225,1,0,0.215196099,0.245602008,0.286043327,1,1,1,0.293775932
0,0,0,0,0,0.270825275,1,1,1,0,0.208159954,0.226055006,0,1,0,0,1,1,1,0,0,1,0,0.267384438,0.29839141,0,1,1,1,0,0,0,0,0,0.277811873
0,0,0,0,0,0,1,1,1,0,0.255916995,0.247739771,0,1,0,0.282377918,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0.269706255,0.224689132
0.252046694,0,0,0,0.254730802,0,1,1,1,0.275083585,0,0,0.232110565,1,0,0,1,1,1,0,0,0.25250737,0,1,0,0.266419601,1,1,1,0,0,0.258440402,0,0,0.225878817
0.258891091,0.22654063,0,0,0,0.260133799,1,1,1,0.273882472,0,0.223254324,0.239765728,1,0,0,1,1,1,0,0,0.207575201,0,1,0,0.298565515,1,1,1,0,0.296764068,0.288474466,0,0,0.291582713
0,0.279812395,0,0,0,0.272025387,1,1,1,0,0.273845014,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.281874275,1,1,1,0.225179149,0.253596126,0.209554998,0,0.238871175,0.2971927
0,0,0,0,0,0,1,1,1,0,0.274831121,0.215478441,0,1,0,0.298665892,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0.211412581,0.220783486
0,0,0,0,0,0,1,0.200440376,1,0.227551064,0,1,0,1,0.251729881,0,1,1,1,0,0,0,0,1,0,0,0,0.204934228,1,0,0,0,0,0.22083546,0
0.269539768,0.224414632,0,0,0,0.221979305,1,0.22524374,1,0,0.262839282,1,0.270684955,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.268979831,0.257933545,0,0.289162693,0.223357486,0.274128779,1,0,1,0.286279036,0,1,0,1,0.262695388,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0.242364,0,0.289175929,0,0.201838519,1,0,1,0.247301722,0.228708016,1,0,1,0,0.263895018,1,1,1,0,0,0.297312896,0.23639065,1,0,0,0,0,1,0,0,0,0,0,0
